Set	Name	Size	Length	Annotation
groupIII	mmarc_MLS6_blast_augmented	16	495	MLS	Lincosamide nucleotidyltransferases	LNUC
groupIII	mmarc_MLS7_blast_augmented	3	970	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS8_blast_augmented	3	1710	MLS	ABC transporter	OLEB
groupIII	mmarc_MLS9_blast_augmented	2	1656	MLS	Macrolide resistance efflux pumps	CARA
groupIII	mmarc_Multi-drug_resistance100_blast_augmented	6	1230	Multi-drug resistance	Multi-drug efflux pumps	TAP
groupIII	mmarc_Multi-drug_resistance101_blast_augmented	78	1207	Multi-drug resistance	Multi-drug efflux pumps	MDSA
groupIII	mmarc_Multi-drug_resistance102_blast_augmented	79	724	Multi-drug resistance	MDR regulator	SDIA
groupIII	mmarc_Multi-drug_resistance103_blast_augmented	3	1404	Multi-drug resistance	Multi-drug efflux pumps	OPRA
groupIII	mmarc_Multi-drug_resistance104_blast_augmented	187	1418	Multi-drug resistance	Multi-drug efflux pumps	MDTD
groupIII	mmarc_Multi-drug_resistance105_blast_augmented	72	1738	Multi-drug resistance	Multi-drug efflux pumps	SAV1866
groupIII	mmarc_Multi-drug_resistance106_blast_augmented	68	3111	Multi-drug resistance	Multi-drug efflux pumps	MEXN
groupIII	mmarc_Multi-drug_resistance107_blast_augmented	30	3206	Multi-drug resistance	Multi-drug efflux pumps	MTRD
groupIII	mmarc_Multi-drug_resistance108_blast_augmented	56	1488	Multi-drug resistance	Multi-drug efflux pumps	TOLC
groupIII	mmarc_Multi-drug_resistance109_blast_augmented	12	1401	Multi-drug resistance	Multi-drug efflux pumps	cme
groupIII	mmarc_Multi-drug_resistance10_blast_augmented	22	1695	Multi-drug resistance	Multi-drug efflux pumps	ROSB
groupIII	mmarc_Multi-drug_resistance110_blast_augmented	45	1540	Multi-drug resistance	Multi-drug efflux pumps	EMRB
groupIII	mmarc_Multi-drug_resistance111_blast_augmented	34	1239	Multi-drug resistance	Multi-drug efflux pumps	MTRC
groupIII	mmarc_Multi-drug_resistance112_blast_augmented	5	1405	Multi-drug resistance	Multi-drug efflux pumps	sme
groupIII	mmarc_Multi-drug_resistance113_blast_augmented	3	1176	Multi-drug resistance	Multi-drug efflux pumps	HLYD
groupIII	mmarc_Multi-drug_resistance114_blast_augmented	67	1347	Multi-drug resistance	MDR regulator	PHOQ
groupIII	mmarc_Multi-drug_resistance115_blast_augmented	121	3126	Multi-drug resistance	Multi-drug efflux pumps	cme
groupIII	mmarc_Multi-drug_resistance116_blast_augmented	46	1234	Multi-drug resistance	Multi-drug efflux pumps	MDTC
groupIII	mmarc_Multi-drug_resistance117_blast_augmented	7	1406	Multi-drug resistance	Multi-drug efflux pumps	MTRE
groupIII	mmarc_Multi-drug_resistance118_blast_augmented	66	748	Multi-drug resistance	MDR regulator	ADER
groupIII	mmarc_Multi-drug_resistance119_blast_augmented	29	331	Multi-drug resistance	Multi-drug efflux pumps	ABES
groupIII	mmarc_Multi-drug_resistance11_blast_augmented	41	471	Multi-drug resistance	MDR regulator	SOXS
groupIII	mmarc_Multi-drug_resistance120_blast_augmented	39	3181	Multi-drug resistance	Multi-drug efflux pumps	ADEG
groupIII	mmarc_Multi-drug_resistance121_blast_augmented	63	1131	Multi-drug resistance	Multi-drug efflux pumps	MEXV
groupIII	mmarc_Multi-drug_resistance122_blast_augmented	89	700	Multi-drug resistance	MDR regulator	CPXA
groupIII	mmarc_Multi-drug_resistance123_blast_augmented	18	320	Multi-drug resistance	Multi-drug efflux pumps	YKKD
groupIII	mmarc_Multi-drug_resistance124_blast_augmented	283	1100	Multi-drug resistance	Mutant porin proteins	OMPF
groupIII	mmarc_Multi-drug_resistance125_blast_augmented	65	1476	Multi-drug resistance	Multi-drug efflux pumps	MEXN
groupIII	mmarc_Multi-drug_resistance126_blast_augmented	16	870	Multi-drug resistance	MDR regulator	ROBA
groupIII	mmarc_Multi-drug_resistance127_blast_augmented	39	1222	Multi-drug resistance	Multi-drug efflux pumps	ADEF
groupIII	mmarc_Multi-drug_resistance128_blast_augmented	39	658	Multi-drug resistance	MDR regulator	ADEN
groupIII	mmarc_Multi-drug_resistance129_blast_augmented	39	639	Multi-drug resistance	MDR regulator	MEXL
groupIII	mmarc_Multi-drug_resistance12_blast_augmented	5	1478	Multi-drug resistance	Multi-drug efflux pumps	MSR
groupIII	mmarc_Multi-drug_resistance130_blast_augmented	58	687	Multi-drug resistance	MDR regulator	MTRA
groupIII	mmarc_Multi-drug_resistance131_blast_augmented	34	3108	Multi-drug resistance	Multi-drug efflux pumps	ADEB
groupIII	mmarc_Multi-drug_resistance132_blast_augmented	44	639	Multi-drug resistance	MDR regulator	NALD
groupIII	mmarc_Multi-drug_resistance133_blast_augmented	80	634	Multi-drug resistance	MDR regulator	CMER
groupIII	mmarc_Multi-drug_resistance134_blast_augmented	67	1158	Multi-drug resistance	Multi-drug efflux pumps	MEXM
groupIII	mmarc_Multi-drug_resistance135_blast_augmented	98	1177	Multi-drug resistance	Multi-drug efflux pumps	OQXA
groupIII	mmarc_Multi-drug_resistance136_blast_augmented	39	1348	Multi-drug resistance	Multi-drug efflux pumps	ABEM
groupIII	mmarc_Multi-drug_resistance137_blast_augmented	10	1416	Multi-drug resistance	Multi-drug efflux pumps	sme
groupIII	mmarc_Multi-drug_resistance138_blast_augmented	46	1462	Multi-drug resistance	MDR regulator	PHOQ
groupIII	mmarc_Multi-drug_resistance139_blast_augmented	88	416	Multi-drug resistance	MDR regulator	HNS
groupIII	mmarc_Multi-drug_resistance13_blast_augmented	51	1104	Multi-drug resistance	Multi-drug efflux pumps	MEXJ
groupIII	mmarc_Multi-drug_resistance140_blast_augmented	40	826	Multi-drug resistance	MDR regulator	GADX
groupIII	mmarc_Multi-drug_resistance141_blast_augmented	66	1193	Multi-drug resistance	Multi-drug efflux pumps	AMRA
groupIII	mmarc_Multi-drug_resistance142_blast_augmented	32	3205	Multi-drug resistance	Multi-drug efflux pumps	MTRD
groupIII	mmarc_Multi-drug_resistance143_blast_augmented	78	466	Multi-drug resistance	MDR regulator	GOLS
groupIII	mmarc_Multi-drug_resistance144_blast_augmented	23	1240	Multi-drug resistance	Multi-drug efflux pumps	MTRC
groupIII	mmarc_Multi-drug_resistance145_blast_augmented	68	1168	Multi-drug resistance	Multi-drug efflux pumps	MEXC
groupIII	mmarc_Multi-drug_resistance146_blast_augmented	15	3124	Multi-drug resistance	Multi-drug efflux pumps	sme
groupIII	mmarc_Multi-drug_resistance147_blast_augmented	12	1220	Multi-drug resistance	Multi-drug efflux pumps	CEOA
groupIII	mmarc_Multi-drug_resistance148_blast_augmented	99	634	Multi-drug resistance	MDR regulator	CRP
groupIII	mmarc_Multi-drug_resistance149_blast_augmented	21	1050	Multi-drug resistance	23S rRNA methyltransferases	CFRA
groupIII	mmarc_Multi-drug_resistance14_blast_augmented	176	1176	Multi-drug resistance	Multi-drug efflux pumps	MDTL
groupIII	mmarc_Multi-drug_resistance150_blast_augmented	12	3150	Multi-drug resistance	Multi-drug efflux pumps	sme
groupIII	mmarc_Multi-drug_resistance151_blast_augmented	11	1197	Multi-drug resistance	Multi-drug efflux pumps	sme
groupIII	mmarc_Multi-drug_resistance152_blast_augmented	119	1104	Multi-drug resistance	Multi-drug efflux pumps	cme
groupIII	mmarc_Multi-drug_resistance15_blast_augmented	117	1479	Multi-drug resistance	Multi-drug efflux pumps	cme
groupIII	mmarc_Multi-drug_resistance16_blast_augmented	66	3134	Multi-drug resistance	Multi-drug efflux pumps	MEXD
groupIII	mmarc_Multi-drug_resistance17_blast_augmented	72	1440	Multi-drug resistance	Mutant porin proteins	OPRJ
groupIII	mmarc_Multi-drug_resistance18_blast_augmented	26	1402	Multi-drug resistance	Multi-drug efflux pumps	NORB
groupIII	mmarc_Multi-drug_resistance19_blast_augmented	371	1006	Multi-drug resistance	Mutant porin proteins	PORB
groupIII	mmarc_Multi-drug_resistance1_blast_augmented	5	691	Multi-drug resistance	Multi-drug efflux pumps	sme
groupIII	mmarc_Multi-drug_resistance20_blast_augmented	13	616	Multi-drug resistance	MDR regulator	EVGA
groupIII	mmarc_Multi-drug_resistance21_blast_augmented	44	3181	Multi-drug resistance	Multi-drug efflux pumps	ADEB
groupIII	mmarc_Multi-drug_resistance22_blast_augmented	669	3157	Multi-drug resistance	Multi-drug efflux pumps	ACRB
groupIII	mmarc_Multi-drug_resistance23_blast_augmented	388	1187	Multi-drug resistance	Multi-drug efflux pumps	EMRD
groupIII	mmarc_Multi-drug_resistance24_blast_augmented	56	1210	Multi-drug resistance	Multi-drug efflux pumps	MDTH
groupIII	mmarc_Multi-drug_resistance25_blast_augmented	4	882	Multi-drug resistance	Multi-drug efflux pumps	DRRA
groupIII	mmarc_Multi-drug_resistance26_blast_augmented	46	1468	Multi-drug resistance	Multi-drug efflux pumps	MDTP
groupIII	mmarc_Multi-drug_resistance27_blast_augmented	38	1170	Multi-drug resistance	Multi-drug efflux pumps	BMR
groupIII	mmarc_Multi-drug_resistance28_blast_augmented	70	3162	Multi-drug resistance	Multi-drug efflux pumps	MEXQ
groupIII	mmarc_Multi-drug_resistance29_blast_augmented	70	3134	Multi-drug resistance	Multi-drug efflux pumps	MEXD
groupIII	mmarc_Multi-drug_resistance2_blast_augmented	26	1405	Multi-drug resistance	MDR regulator	BAES
groupIII	mmarc_Multi-drug_resistance30_blast_augmented	64	3124	Multi-drug resistance	Multi-drug efflux pumps	MDTB
groupIII	mmarc_Multi-drug_resistance31_blast_augmented	77	449	Multi-drug resistance	MDR regulator	MEXR
groupIII	mmarc_Multi-drug_resistance32_blast_augmented	72	1236	Multi-drug resistance	Multi-drug efflux pumps	ROSA
groupIII	mmarc_Multi-drug_resistance33_blast_augmented	243	1236	Multi-drug resistance	Multi-drug efflux pumps	MDFA
groupIII	mmarc_Multi-drug_resistance34_blast_augmented	39	1032	Multi-drug resistance	Multi-drug efflux pumps	MDTN
groupIII	mmarc_Multi-drug_resistance35_blast_augmented	45	334	Multi-drug resistance	Multi-drug efflux pumps	EMRE
groupIII	mmarc_Multi-drug_resistance36_blast_augmented	26	1987	Multi-drug resistance	Multi-drug efflux pumps	MSBA
groupIII	mmarc_Multi-drug_resistance37_blast_augmented	32	1192	Multi-drug resistance	Multi-drug efflux pumps	ADEA
groupIII	mmarc_Multi-drug_resistance38_blast_augmented	10	1182	Multi-drug resistance	Multi-drug efflux pumps	EMEA
groupIII	mmarc_Multi-drug_resistance39_blast_augmented	63	445	Multi-drug resistance	MDR regulator	MGRA
groupIII	mmarc_Multi-drug_resistance3_blast_augmented	51	1249	Multi-drug resistance	Multi-drug efflux pumps	MDTA
groupIII	mmarc_Multi-drug_resistance40_blast_augmented	30	3086	Multi-drug resistance	Multi-drug efflux pumps	CEOB
groupIII	mmarc_Multi-drug_resistance41_blast_augmented	55	3597	Multi-drug resistance	MDR regulator	EVGS
groupIII	mmarc_Multi-drug_resistance42_blast_augmented	67	634	Multi-drug resistance	MDR regulator	MTRR
groupIII	mmarc_Multi-drug_resistance43_blast_augmented	14	1185	Multi-drug resistance	Multi-drug efflux pumps	HLYD
groupIII	mmarc_Multi-drug_resistance44_blast_augmented	7	1065	Multi-drug resistance	Multi-drug efflux pumps	DRRA
groupIII	mmarc_Multi-drug_resistance45_blast_augmented	99	532	Multi-drug resistance	MDR regulator	EMRR
groupIII	mmarc_Multi-drug_resistance46_blast_augmented	62	1357	Multi-drug resistance	MDR regulator	ARLS
groupIII	mmarc_Multi-drug_resistance47_blast_augmented	68	1420	Multi-drug resistance	Multi-drug efflux pumps	OPRN
groupIII	mmarc_Multi-drug_resistance48_blast_augmented	66	3102	Multi-drug resistance	Multi-drug efflux pumps	MEXK
groupIII	mmarc_Multi-drug_resistance49_blast_augmented	86	3163	Multi-drug resistance	Multi-drug efflux pumps	MEXB
groupIII	mmarc_Multi-drug_resistance4_blast_augmented	38	1228	Multi-drug resistance	Multi-drug efflux pumps	MDTG
groupIII	mmarc_Multi-drug_resistance50_blast_augmented	12	1038	Multi-drug resistance	Multi-drug efflux pumps	PMRA
groupIII	mmarc_Multi-drug_resistance51_blast_augmented	66	1449	Multi-drug resistance	Multi-drug efflux pumps	OPMH
groupIII	mmarc_Multi-drug_resistance52_blast_augmented	72	1020	Multi-drug resistance	MDR regulator	MEXS
groupIII	mmarc_Multi-drug_resistance53_blast_augmented	24	1717	Multi-drug resistance	Multi-drug efflux pumps	MSBA
groupIII	mmarc_Multi-drug_resistance54_blast_augmented	43	1221	Multi-drug resistance	Multi-drug efflux pumps	MEXE
groupIII	mmarc_Multi-drug_resistance55_blast_augmented	11	340	Multi-drug resistance	Multi-drug efflux pumps	YKKC
groupIII	mmarc_Multi-drug_resistance56_blast_augmented	61	1246	Multi-drug resistance	Multi-drug efflux pumps	MEXE
groupIII	mmarc_Multi-drug_resistance57_blast_augmented	60	1458	Multi-drug resistance	Multi-drug efflux pumps	OPRM
groupIII	mmarc_Multi-drug_resistance58_blast_augmented	235	1854	Multi-drug resistance	MDR regulator	ASMA
groupIII	mmarc_Multi-drug_resistance59_blast_augmented	5	1101	Multi-drug resistance	Mutant porin proteins	OMPF
groupIII	mmarc_Multi-drug_resistance5_blast_augmented	3	375	Multi-drug resistance	MDR regulator	RAMA
groupIII	mmarc_Multi-drug_resistance60_blast_augmented	83	673	Multi-drug resistance	Multi-drug efflux pumps	PHOP
groupIII	mmarc_Multi-drug_resistance61_blast_augmented	78	452	Multi-drug resistance	MDR regulator	MGRA
groupIII	mmarc_Multi-drug_resistance62_blast_augmented	67	1094	Multi-drug resistance	MDR regulator	ADES
groupIII	mmarc_Multi-drug_resistance63_blast_augmented	162	3217	Multi-drug resistance	Multi-drug efflux pumps	MEXF
groupIII	mmarc_Multi-drug_resistance64_blast_augmented	65	3115	Multi-drug resistance	Multi-drug efflux pumps	MDTC
groupIII	mmarc_Multi-drug_resistance65_blast_augmented	18	385	Multi-drug resistance	MDR regulator	MARA
groupIII	mmarc_Multi-drug_resistance66_blast_augmented	170	634	Multi-drug resistance	Multi-drug efflux pumps	cme
groupIII	mmarc_Multi-drug_resistance67_blast_augmented	141	961	Multi-drug resistance	Mutant porin proteins	OMPF
groupIII	mmarc_Multi-drug_resistance68_blast_augmented	63	1113	Multi-drug resistance	Multi-drug efflux pumps	MEXH
groupIII	mmarc_Multi-drug_resistance69_blast_augmented	91	1375	Multi-drug resistance	MDR regulator	CPXA
groupIII	mmarc_Multi-drug_resistance6_blast_augmented	56	3079	Multi-drug resistance	Multi-drug efflux pumps	MDTC
groupIII	mmarc_Multi-drug_resistance70_blast_augmented	35	1159	Multi-drug resistance	Multi-drug efflux pumps	MDTE
groupIII	mmarc_Multi-drug_resistance71_blast_augmented	64	1175	Multi-drug resistance	Multi-drug efflux pumps	MEXA
groupIII	mmarc_Multi-drug_resistance72_blast_augmented	65	642	Multi-drug resistance	MDR regulator	TETR
groupIII	mmarc_Multi-drug_resistance73_blast_augmented	59	1194	Multi-drug resistance	Multi-drug efflux pumps	MEXE
groupIII	mmarc_Multi-drug_resistance74_blast_augmented	72	564	Multi-drug resistance	MDR regulator	NFXB
groupIII	mmarc_Multi-drug_resistance75_blast_augmented	31	724	Multi-drug resistance	MDR regulator	BAER
groupIII	mmarc_Multi-drug_resistance76_blast_augmented	78	3169	Multi-drug resistance	Multi-drug efflux pumps	MDSB
groupIII	mmarc_Multi-drug_resistance77_blast_augmented	100	1540	Multi-drug resistance	Multi-drug efflux pumps	EMRY
groupIII	mmarc_Multi-drug_resistance78_blast_augmented	54	1158	Multi-drug resistance	Multi-drug efflux pumps	MEXP
groupIII	mmarc_Multi-drug_resistance79_blast_augmented	3	1771	Multi-drug resistance	Multi-drug efflux pumps	ADEC
groupIII	mmarc_Multi-drug_resistance7_blast_augmented	53	2052	Multi-drug resistance	Multi-drug efflux pumps	MDTO
groupIII	mmarc_Multi-drug_resistance80_blast_augmented	60	678	Multi-drug resistance	MDR regulator	PHOP
groupIII	mmarc_Multi-drug_resistance81_blast_augmented	27	325	Multi-drug resistance	Multi-drug efflux pumps	MEPA
groupIII	mmarc_Multi-drug_resistance82_blast_augmented	6	1200	Multi-drug resistance	MDR regulator	PVRR
groupIII	mmarc_Multi-drug_resistance83_blast_augmented	23	567	Multi-drug resistance	MDR regulator	TETR
groupIII	mmarc_Multi-drug_resistance84_blast_augmented	51	1057	Multi-drug resistance	Multi-drug efflux pumps	EMRK
groupIII	mmarc_Multi-drug_resistance85_blast_augmented	79	420	Multi-drug resistance	MDR regulator	MEPR
groupIII	mmarc_Multi-drug_resistance86_blast_augmented	80	1460	Multi-drug resistance	Multi-drug efflux pumps	MDSC
groupIII	mmarc_Multi-drug_resistance87_blast_augmented	66	3151	Multi-drug resistance	Multi-drug efflux pumps	AMRB
groupIII	mmarc_Multi-drug_resistance88_blast_augmented	62	1825	Multi-drug resistance	MDR regulator	ASMA
groupIII	mmarc_Multi-drug_resistance89_blast_augmented	16	2573	Multi-drug resistance	Mutant porin proteins	MPRF
groupIII	mmarc_Multi-drug_resistance8_blast_augmented	54	333	Multi-drug resistance	Multi-drug efflux pumps	EMRE
groupIII	mmarc_Multi-drug_resistance90_blast_augmented	33	1179	Multi-drug resistance	Multi-drug efflux pumps	MACA
groupIII	mmarc_Multi-drug_resistance91_blast_augmented	34	1453	Multi-drug resistance	Multi-drug efflux pumps	ADEH
groupIII	mmarc_Multi-drug_resistance92_blast_augmented	67	441	Multi-drug resistance	Multi-drug efflux pumps	MEPB
groupIII	mmarc_Multi-drug_resistance93_blast_augmented	38	661	Multi-drug resistance	MDR regulator	ARLS
groupIII	mmarc_Multi-drug_resistance94_blast_augmented	22	448	Multi-drug resistance	Multi-drug efflux pumps	MEXG
groupIII	mmarc_Multi-drug_resistance95_blast_augmented	53	1375	Multi-drug resistance	Multi-drug efflux pumps	MDTK
groupIII	mmarc_Multi-drug_resistance96_blast_augmented	24	1456	Multi-drug resistance	Multi-drug efflux pumps	ADEK
groupIII	mmarc_Multi-drug_resistance97_blast_augmented	8	688	Multi-drug resistance	MDR regulator	MTRA
groupIII	mmarc_Multi-drug_resistance98_blast_augmented	63	1473	Multi-drug resistance	Multi-drug efflux pumps	OMF
groupIII	mmarc_Multi-drug_resistance99_blast_augmented	49	1174	Multi-drug resistance	Multi-drug efflux pumps	EMRA
groupIII	mmarc_Multi-drug_resistance9_blast_augmented	66	3057	Multi-drug resistance	Multi-drug efflux pumps	MEXW
groupIII	mmarc_Mycobacterium_tuberculosis-specific_Drug1_blast_augmented	5	865	Mycobacterium tuberculosis-specific Drug	Viomycin phosphotransferases	VPH
groupIII	mmarc_Phenicol10_blast_augmented	9	1311	Phenicol	Phenicol efflux pumps	ARAJ
groupIII	mmarc_Phenicol11_blast_augmented	20	1050	Phenicol	Florfenicol methyltransferases	CFRA
groupIII	mmarc_Phenicol12_blast_augmented	3	1054	Phenicol	23S rRNA methyltransferases	CLBC
groupIII	mmarc_Phenicol13_blast_augmented	3	631	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol14_blast_augmented	2	1177	Phenicol	Phenicol efflux pumps	CMRA
groupIII	mmarc_Phenicol15_blast_augmented	5	660	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol16_blast_augmented	38	634	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol17_blast_augmented	4	634	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol18_blast_augmented	9	634	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol19_blast_augmented	14	630	Phenicol	Chloramphenicol acetyltransferases	CATB
groupIII	mmarc_Phenicol1_blast_augmented	10	633	Phenicol	Chloramphenicol acetyltransferases	CATB
groupIII	mmarc_Phenicol20_blast_augmented	6	654	Phenicol	Chloramphenicol acetyltransferases	CATA
groupIII	mmarc_Phenicol21_blast_augmented	4	633	Phenicol	Chloramphenicol acetyltransferases	CATB
groupIII	mmarc_Phenicol22_blast_augmented	2	1180	Phenicol	Phenicol efflux pumps	CML
groupIII	mmarc_Phenicol23_blast_augmented	3	1176	Phenicol	Phenicol efflux pumps	CMRA
groupIII	mmarc_Phenicol24_blast_augmented	65	640	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol25_blast_augmented	80	1188	Phenicol	Phenicol efflux pumps	DHA
groupIII	mmarc_Phenicol26_blast_augmented	67	639	Phenicol	Chloramphenicol acetyltransferases	CATB
groupIII	mmarc_Phenicol27_blast_augmented	2	1033	Phenicol	23S rRNA methyltransferases	CLBB
groupIII	mmarc_Phenicol28_blast_augmented	12	663	Phenicol	Chloramphenicol acetyltransferases	CATA
groupIII	mmarc_Phenicol2_blast_augmented	7	624	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol3_blast_augmented	22	1051	Phenicol	23S rRNA methyltransferases	CLBA
groupIII	mmarc_Phenicol4_blast_augmented	3	652	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol5_blast_augmented	13	648	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol6_blast_augmented	5	660	Phenicol	Phenicol efflux pumps	CAT
groupIII	mmarc_Phenicol7_blast_augmented	2	1267	Phenicol	Phenicol efflux pumps	CMLB
groupIII	mmarc_Phenicol8_blast_augmented	3	1248	Phenicol	Phenicol efflux pumps	PEXA
groupIII	mmarc_Phenicol9_blast_augmented	5	688	Phenicol	Chloramphenicol acetyltransferases	CATA
groupIII	mmarc_Rifampin10_blast_augmented	5	1441	Rifampin	Monooxygenase	IRI
groupIII	mmarc_Rifampin11_blast_augmented	2	2599	Rifampin	Rifampin phosphotransferase	RPH
groupIII	mmarc_Rifampin12_blast_augmented	29	3736	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin13_blast_augmented	2	1237	Rifampin	Rifampin glycosyltransferase	RGT
groupIII	mmarc_Rifampin14_blast_augmented	2	454	Rifampin	Rifampin ADP-ribosyltransferase Arr	ARR
groupIII	mmarc_Rifampin15_blast_augmented	15	3718	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin16_blast_augmented	117	4149	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin17_blast_augmented	3	453	Rifampin	Rifampin ADP-ribosyltransferase Arr	ARR
groupIII	mmarc_Rifampin18_blast_augmented	11	432	Rifampin	Rifampin ADP-ribosyltransferase Arr	ARR
groupIII	mmarc_Rifampin1_blast_augmented	4	3546	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin2_blast_augmented	182	4078	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin3_blast_augmented	883	4038	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin4_blast_augmented	4	1236	Rifampin	Rifampin glycosyltransferase	RGT
groupIII	mmarc_Rifampin5_blast_augmented	112	4165	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin6_blast_augmented	3	345	Rifampin	RNA-polymerase binding protein	RBPA
groupIII	mmarc_Rifampin7_blast_augmented	4	3543	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin8_blast_augmented	14	4140	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Rifampin9_blast_augmented	3	4110	Rifampin	Rifampin-resistant beta-subunit of RNA polymerase RpoB	RPOB
groupIII	mmarc_Sulfonamides10_blast_augmented	67	852	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides11_blast_augmented	74	849	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides12_blast_augmented	4	792	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	SULIII
groupIII	mmarc_Sulfonamides13_blast_augmented	17	1188	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides14_blast_augmented	12	885	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides15_blast_augmented	2	817	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	SULII
groupIII	mmarc_Sulfonamides16_blast_augmented	17	846	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides17_blast_augmented	9	792	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides18_blast_augmented	5	843	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides1_blast_augmented	3	822	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides2_blast_augmented	23	858	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides3_blast_augmented	68	999	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides4_blast_augmented	52	961	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides5_blast_augmented	60	867	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides6_blast_augmented	3	793	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	SULIII
groupIII	mmarc_Sulfonamides7_blast_augmented	3	843	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides8_blast_augmented	15	804	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Sulfonamides9_blast_augmented	3	912	Sulfonamides	Sulfonamide-resistant dihydropteroate synthases	FOLP
groupIII	mmarc_Tetracyclines10_blast_augmented	5	1260	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TET33
groupIII	mmarc_Tetracyclines11_blast_augmented	4	624	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines12_blast_augmented	6	601	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines13_blast_augmented	12	465	Tetracyclines	Tetracycline inactivation enzymes	TET34
groupIII	mmarc_Tetracyclines14_blast_augmented	8	418	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETD
groupIII	mmarc_Tetracyclines15_blast_augmented	4	615	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines16_blast_augmented	3	1617	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TCMA
groupIII	mmarc_Tetracyclines17_blast_augmented	2	1561	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TET43
groupIII	mmarc_Tetracyclines18_blast_augmented	33	634	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines19_blast_augmented	4	648	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines1_blast_augmented	3	1562	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TET43
groupIII	mmarc_Tetracyclines20_blast_augmented	4	1923	Tetracyclines	Tetracycline resistance ribosomal protection proteins	TET44
groupIII	mmarc_Tetracyclines21_blast_augmented	6	1270	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETV
